tax_year,jurisdiction_type,jurisdiction,jurisdiction_code,tax_type,filing_status,bracket_order,bracket_lower,bracket_upper,rate,bracket_label,standard_deduction_raw,standard_deduction_amount,personal_exemption_raw,personal_exemption_amount,dependent_exemption_raw,dependent_exemption_amount,source,source_url,notes
2026,federal,United States,US,federal_long_term_capital_gains,head_of_household,1,0.0,66200.0,0.0,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,head_of_household,2,66200.0,579600.0,0.15,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,head_of_household,3,579600.0,,0.2,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_jointly,1,0.0,98900.0,0.0,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_jointly,2,98900.0,613700.0,0.15,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_jointly,3,613700.0,,0.2,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_separately,1,0.0,49450.0,0.0,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_separately,2,49450.0,306850.0,0.15,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,married_filing_separately,3,306850.0,,0.2,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,single,1,0.0,49450.0,0.0,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,single,2,49450.0,545500.0,0.15,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_long_term_capital_gains,single,3,545500.0,,0.2,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,1,0.0,17700.0,0.1,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,2,17700.0,67450.0,0.12,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,3,67450.0,105700.0,0.22,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,4,105700.0,201750.0,0.24,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,5,201750.0,256200.0,0.32,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,6,256200.0,640600.0,0.35,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,head_of_household,7,640600.0,,0.37,,"$24,150",24150.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,1,0.0,24800.0,0.1,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,2,24800.0,100800.0,0.12,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,3,100800.0,211400.0,0.22,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,4,211400.0,403550.0,0.24,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,5,403550.0,512450.0,0.32,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,6,512450.0,768700.0,0.35,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_jointly,7,768700.0,,0.37,,"$32,200",32200.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,1,0.0,12400.0,0.1,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,2,12400.0,50400.0,0.12,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,3,50400.0,105700.0,0.22,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,4,105700.0,201775.0,0.24,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,5,201775.0,256225.0,0.32,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,6,256225.0,384350.0,0.35,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,married_filing_separately,7,384350.0,,0.37,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,1,0.0,12400.0,0.1,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,2,12400.0,50400.0,0.12,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,3,50400.0,105700.0,0.22,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,4,105700.0,201775.0,0.24,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,5,201775.0,256225.0,0.32,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,6,256225.0,640600.0,0.35,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,federal,United States,US,federal_ordinary_income,single,7,640600.0,,0.37,,"$16,100",16100.0,,,,,"IRS Revenue Procedure 2025-32; Tax Foundation, 2026 Tax Brackets",https://www.irs.gov/pub/irs-drop/rp-25-32.pdf,
2026,state,Alabama,AL,state_ordinary_income,married_filing_jointly,1,0.0,1000.0,0.02,,"$8,500",8500.0,"$3,000",3000.0,"$1,000",1000.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alabama,AL,state_ordinary_income,married_filing_jointly,2,1000.0,6000.0,0.04,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alabama,AL,state_ordinary_income,married_filing_jointly,3,6000.0,,0.05,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alabama,AL,state_ordinary_income,single,1,0.0,500.0,0.02,,"$3,000",3000.0,"$1,500",1500.0,"$1,000",1000.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alabama,AL,state_ordinary_income,single,2,500.0,3000.0,0.04,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alabama,AL,state_ordinary_income,single,3,3000.0,,0.05,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alaska,AK,state_ordinary_income,married_filing_jointly,1,0.0,,0.0,,n.a.,,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Alaska,AK,state_ordinary_income,single,1,0.0,,0.0,,n.a.,,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arizona,AZ,state_ordinary_income,married_filing_jointly,1,0.0,,0.025,,"$16,700",16700.0,n.a.,,$100 credit,100.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arizona,AZ,state_ordinary_income,single,1,0.0,,0.025,,"$8,350",8350.0,n.a.,,$100 credit,100.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arkansas,AR,state_ordinary_income,married_filing_jointly,1,0.0,4600.0,0.02,,"$4,940",4940.0,$58 credit,58.0,$29 credit,29.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arkansas,AR,state_ordinary_income,married_filing_jointly,2,4600.0,,0.039,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arkansas,AR,state_ordinary_income,single,1,0.0,4600.0,0.02,,"$2,470",2470.0,$29 credit,29.0,$29 credit,29.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Arkansas,AR,state_ordinary_income,single,2,4600.0,,0.039,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,1,0.0,22158.0,0.01,,"$11,080",11080.0,$306 credit,306.0,$153 credit,153.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,2,22158.0,52528.0,0.02,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,3,52528.0,82904.0,0.04,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,4,82904.0,115084.0,0.06,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,5,115084.0,145448.0,0.08,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,6,145448.0,742958.0,0.09300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,7,742958.0,891542.0,0.10300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,8,891542.0,1000000.0,0.113,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,9,1000000.0,1485906.0,0.12300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,married_filing_jointly,10,1485906.0,,0.133,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,1,0.0,11079.0,0.01,,"$5,540",5540.0,$153 credit,153.0,$153 credit,153.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,2,11079.0,26264.0,0.02,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,3,26264.0,41452.0,0.04,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,4,41452.0,57542.0,0.06,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,5,57542.0,72724.0,0.08,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,6,72724.0,371479.0,0.09300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,7,371479.0,445771.0,0.10300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,8,445771.0,742953.0,0.113,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,9,742953.0,1000000.0,0.12300000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,California,CA,state_ordinary_income,single,10,1000000.0,,0.133,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Colorado,CO,state_ordinary_income,married_filing_jointly,1,0.0,,0.044000000000000004,,"$32,200",32200.0,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Colorado,CO,state_ordinary_income,single,1,0.0,,0.044000000000000004,,"$16,100",16100.0,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,1,0.0,20000.0,0.02,,n.a.,,"$24,000",24000.0,$0,0.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,2,20000.0,100000.0,0.045,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,3,100000.0,200000.0,0.055,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,4,200000.0,400000.0,0.06,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,5,400000.0,500000.0,0.065,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,6,500000.0,1000000.0,0.069,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,married_filing_jointly,7,1000000.0,,0.0699,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,1,0.0,10000.0,0.02,,n.a.,,"$15,000",15000.0,$0,0.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,2,10000.0,50000.0,0.045,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,3,50000.0,100000.0,0.055,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,4,100000.0,200000.0,0.06,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,5,200000.0,250000.0,0.065,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,6,250000.0,500000.0,0.069,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Connecticut,CT,state_ordinary_income,single,7,500000.0,,0.0699,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,1,0.0,2000.0,0.0,implicit_zero_tax_band,"$6,500",6500.0,$220 credit,220.0,$110 credit,110.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,2,2000.0,5000.0,0.022000000000000002,,"$6,500",6500.0,$220 credit,220.0,$110 credit,110.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,3,5000.0,10000.0,0.039,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,4,10000.0,20000.0,0.048,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,5,20000.0,25000.0,0.052000000000000005,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,6,25000.0,60000.0,0.0555,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,married_filing_jointly,7,60000.0,,0.066,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,1,0.0,2000.0,0.0,implicit_zero_tax_band,"$3,250",3250.0,$110 credit,110.0,$110 credit,110.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,2,2000.0,5000.0,0.022000000000000002,,"$3,250",3250.0,$110 credit,110.0,$110 credit,110.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,3,5000.0,10000.0,0.039,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,4,10000.0,20000.0,0.048,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,5,20000.0,25000.0,0.052000000000000005,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,6,25000.0,60000.0,0.0555,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Delaware,DE,state_ordinary_income,single,7,60000.0,,0.066,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Florida,FL,state_ordinary_income,married_filing_jointly,1,0.0,,0.0,,n.a.,,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Florida,FL,state_ordinary_income,single,1,0.0,,0.0,,n.a.,,n.a.,,n.a.,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Georgia,GA,state_ordinary_income,married_filing_jointly,1,0.0,,0.0519,,"$24,000",24000.0,n.a.,,"$4,000",4000.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Georgia,GA,state_ordinary_income,single,1,0.0,,0.0519,,"$12,000",12000.0,n.a.,,"$4,000",4000.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,1,0.0,19200.0,0.013999999999999999,,"$8,800",8800.0,"$2,288",2288.0,"$1,144",1144.0,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,2,19200.0,28800.0,0.032,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,3,28800.0,38400.0,0.055,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,4,38400.0,48000.0,0.064,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,5,48000.0,72000.0,0.068,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
2026,state,Hawaii,HI,state_ordinary_income,married_filing_jointly,6,72000.0,96000.0,0.07200000000000001,,,,,,,,"Tax Foundation, 2026 State Income Tax Rates and Brackets",https://taxfoundation.org/data/all/state/state-income-tax-rates-2026/,
